,Catalyst Materials,Family,ΔGOH*,ΔGO*,ΔGOOH*,"Overpotential at xx (nearby) current density vs RHE, V",ΔGO*-ΔGOH*,composition,material id,band gap,formation energy per atom,cluster
197,DyNpO3,Perovskite,0.78,2.55,3.96,1.8,1.7699999999999998,Dy1 Np1 O3,,,,0
199,DyPdO3,Perovskite,0.84,2.88,3.82,1.24,2.04,Dy1 Pd1 O3,,,,0
200,DyPtO3,Perovskite,0.46,2.45,3.58,1.29,1.9900000000000002,Dy1 Pt1 O3,,,,0
205,DySbO3,Perovskite,-0.25,1.76,3.37,1.46,2.01,Dy1 Sb1 O3,mp-1207184,0.0,-1.8966041932500004,0
210,DyTeO3,Perovskite,0.09,2.11,3.53,1.58,2.02,Dy1 Te1 O3,,,,0
211,DyTiO3,Perovskite,0.69,2.74,4.0,1.5,2.0500000000000003,Dy1 Ti1 O3,mp-779599,0.0,-3.635329284916667,0
217,ErBiO3,Perovskite,1.01,2.96,4.15,1.62,1.95,Er1 Bi1 O3,mp-754943,3.1136000000000004,-2.8292175162499995,0
220,ErCuO3,Perovskite,1.38,3.61,4.43,1.47,2.23,Er1 Cu1 O3,mp-1184157,0.0,-2.2046862252499997,0
228,ErNiO3,Perovskite,1.19,3.11,4.04,1.22,1.92,Er1 Ni1 O3,mp-1189736,0.34040000000000026,-2.516744529249999,0
229,ErNpO3,Perovskite,0.67,2.37,3.91,1.89,1.7000000000000002,Er1 Np1 O3,,,,0
230,ErPdO3,Perovskite,0.77,2.75,3.79,1.27,1.98,Er1 Pd1 O3,,,,0
234,ErSbO3,Perovskite,-0.27,1.65,3.35,1.54,1.92,Er1 Sb1 O3,,,,0
237,ErTiO3,Perovskite,0.58,2.5,3.93,1.59,1.92,Er1 Ti1 O3,mp-756296,0.0,-3.6447873114166667,0
240,EuAlO3,Perovskite,1.96,4.09,4.94,1.72,2.13,Eu1 Al1 O3,mp-21455,0.0,-3.3313651677500005,0
241,EuBiO3,Perovskite,1.05,3.26,4.2,1.36,2.21,Eu1 Bi1 O3,,,,0
244,EuCuO3,Perovskite,1.72,4.01,4.75,1.4,2.29,Eu1 Cu1 O3,mp-1338333,0.0,-1.9803657887500008,0
252,EuNiO3,Perovskite,1.49,3.42,4.31,1.22,1.93,Eu1 Ni1 O3,mp-20718,0.0,-2.0817800162500015,0
255,EuPdO3,Perovskite,0.85,3.0,3.84,1.23,2.15,Eu1 Pd1 O3,mp-1184369,0.0,-1.7978226392499999,0
256,EuPtO3,Perovskite,0.48,2.58,3.58,1.25,2.1,Eu1 Pt1 O3,mp-976258,0.0,-1.7501921892500008,0
261,EuSbO3,Perovskite,-0.33,1.9,3.35,1.28,2.23,Eu1 Sb1 O3,mp-976284,0.0,-2.31236605325,0
266,EuTeO3,Perovskite,0.07,2.27,3.56,1.41,2.2,Eu1 Te1 O3,,,,0
267,EuTiO3,Perovskite,1.44,3.31,4.8,1.41,1.87,Eu1 Ti1 O3,mp-1079111,0.0,-3.5655073729166675,0
274,GdBiO3,Perovskite,1.03,2.98,4.2,1.59,1.95,Gd1 Bi1 O3,,,,0
277,GdCuO3,Perovskite,1.37,3.65,4.47,1.46,2.28,Gd1 Cu1 O3,mp-1184481,0.0,-2.247125961249999,0
285,GdNiO3,Perovskite,1.2,3.1,4.04,1.21,1.9000000000000001,Gd1 Ni1 O3,mp-505604,0.0,-2.450359704249999,0
287,GdPdO3,Perovskite,0.77,2.74,3.8,1.25,1.9700000000000002,Gd1 Pd1 O3,,,,0
291,GdSbO3,Perovskite,-0.28,1.71,3.36,1.51,1.99,Gd1 Sb1 O3,,,,0
294,GdTiO3,Perovskite,0.51,2.4,3.95,1.53,1.89,Gd1 Ti1 O3,mp-510278,0.0,-3.618366054916666,0
299,HfCuO3,Perovskite,1.38,3.72,4.45,1.46,2.3400000000000003,Hf1 Cu1 O3,,,,0
304,HfNiO3,Perovskite,1.19,3.16,4.02,1.23,1.9700000000000002,Hf1 Ni1 O3,mp-1178219,2.7983000000000002,-2.8030408322500007,0
306,HfPdO3,Perovskite,0.68,2.75,3.77,1.3,2.07,Hf1 Pd1 O3,,,,0
307,HfPtO3,Perovskite,0.27,2.28,3.48,1.38,2.01,Hf1 Pt1 O3,,,,0
308,HfTiO3,Perovskite,0.6,2.44,3.94,1.62,1.8399999999999999,Hf1 Ti1 O3,,,,0
312,HoBiO3,Perovskite,1.06,3.1,4.16,1.62,2.04,Ho1 Bi1 O3,mp-770830,2.7472,-2.8125097207499996,0
315,HoCuO3,Perovskite,1.45,3.77,4.46,1.48,2.3200000000000003,Ho1 Cu1 O3,mp-1184736,0.0,-2.21809051925,0
323,HoNiO3,Perovskite,1.23,3.22,4.05,1.24,1.9900000000000002,Ho1 Ni1 O3,mp-18974,0.0,-2.511053879250001,0
325,HoPdO3,Perovskite,0.77,2.83,3.77,1.28,2.06,Ho1 Pd1 O3,,,,0
329,HoSbO3,Perovskite,-0.29,1.71,3.34,1.55,2.0,Ho1 Sb1 O3,mp-1207180,0.0,-1.8675298092499992,0
332,HoTiO3,Perovskite,0.73,2.74,3.98,1.58,2.0100000000000002,Ho1 Ti1 O3,mp-755236,0.0,-3.639433161416666,0
349,KNpO3,Perovskite,1.24,3.2,4.38,1.52,1.9600000000000002,K1 Np1 O3,mp-1185015,0.0,-3.1179980716,0
353,KPtO3,Perovskite,1.04,3.27,3.89,1.1,2.23,K1 Pt1 O3,mp-974842,0.0,-0.9556497078499995,0
354,KPuO3,Perovskite,1.18,3.07,4.35,1.5,1.89,K1 Pu1 O3,mp-863708,0.0,-3.02093993785,0
355,KReO3,Perovskite,0.09,1.96,3.3,1.27,1.8699999999999999,K1 Re1 O3,mp-973471,0.0,-2.08751755685,0
363,KTiO3,Perovskite,2.3,4.83,4.97,1.3,2.5300000000000002,K1 Ti1 O3,mp-1180658,0.0,-2.6574981890166667,0
364,KUO3,Perovskite,1.18,3.02,4.32,1.45,1.84,K1 U1 O3,mp-4126,0.44540000000000024,-3.34006742185,0
370,LaBiO3,Perovskite,1.13,3.24,4.26,1.4,2.1100000000000003,La1 Bi1 O3,mp-755003,2.4003999999999994,-2.7390477752499995,0
373,LaCuO3,Perovskite,2.05,4.59,4.76,1.31,2.54,La1 Cu1 O3,mp-1076070,0.0,-2.4003980822500006,0
384,LaNiO3,Perovskite,1.95,4.34,5.08,1.16,2.3899999999999997,La1 Ni1 O3,mp-1284950,0.35599999999999987,-2.45257952275,0
385,LaNiO3,Perovskite,1.39,3.5,4.47,0.88,2.1100000000000003,La1 Ni1 O3,mp-1284950,0.35599999999999987,-2.45257952275,0
387,LaPdO3,Perovskite,0.96,3.42,3.78,1.23,2.46,La1 Pd1 O3,mp-16415,0.0,-2.3629962072500006,0
388,LaPtO3,Perovskite,0.45,2.84,3.39,1.16,2.3899999999999997,La1 Pt1 O3,mp-1185084,0.0,-2.01659465025,0
390,LaRhO3,Perovskite,-0.39,1.82,2.64,1.05,2.21,La1 Rh1 O3,mp-5163,0.5939999999999994,-2.5457733022500006,0
392,LaSbO3,Perovskite,-0.38,1.88,3.29,1.3,2.26,La1 Sb1 O3,,,,0
402,LiSiO3,Perovskite,2.16,4.7,5.11,1.31,2.54,Li1 Si1 O3,mp-1185414,0.0,-2.395005085916666,0
407,LuBiO3,Perovskite,1.09,3.09,4.19,1.66,1.9999999999999998,Lu1 Bi1 O3,mp-1176501,3.1586000000000003,-2.8658329182499998,0
410,LuCuO3,Perovskite,1.46,3.88,4.47,1.47,2.42,Lu1 Cu1 O3,,,,0
418,LuNiO3,Perovskite,1.24,3.29,4.04,1.23,2.05,Lu1 Ni1 O3,mp-19327,0.0,-2.536371723749999,0
420,LuPdO3,Perovskite,0.72,2.87,3.77,1.28,2.1500000000000004,Lu1 Pd1 O3,mp-1185490,0.0,-1.754800533249999,0
424,LuSbO3,Perovskite,-0.29,1.66,3.32,1.58,1.95,Lu1 Sb1 O3,,,,0
427,LuTiO3,Perovskite,0.69,2.53,3.93,1.59,1.8399999999999999,Lu1 Ti1 O3,mp-754231,0.0,-3.6552544559166678,0
437,NaBiO3,Perovskite,1.17,3.66,4.33,1.33,2.49,Na1 Bi1 O3,mp-23054,1.0963999999999998,-1.594772216560345,0
444,NaNpO3,Perovskite,1.27,2.91,4.35,1.52,1.6400000000000001,Na1 Np1 O3,,,,0
446,NaPtO3,Perovskite,0.9,3.15,3.69,1.16,2.25,Na1 Pt1 O3,,,,0
448,NaReO3,Perovskite,-0.19,1.73,2.95,1.32,1.92,Na1 Re1 O3,mp-976923,0.0,-2.0778731955603447,0
455,NaTiO3,Perovskite,2.47,4.99,5.14,1.29,2.52,Na1 Ti1 O3,mp-977123,0.0,-2.6444112232270123,0
460,NdAlO3,Perovskite,1.77,4.09,4.73,1.68,2.32,Nd1 Al1 O3,mp-5899,4.353999999999999,-3.6732335577499997,0
461,NdBiO3,Perovskite,1.07,3.22,4.27,1.4,2.1500000000000004,Nd1 Bi1 O3,mp-974740,0.0,-1.8960712607499992,0
462,NdCoO3,Perovskite,1.48,3.54,4.69,0.83,2.06,Nd1 Co1 O3,mp-20031,0.7914000000000003,-2.4485937897499994,0
464,NdCuO3,Perovskite,1.53,3.9,4.55,1.46,2.37,Nd1 Cu1 O3,mp-1173386,0.12299999999999978,-2.3841102952499993,0
473,NdNiO3,Perovskite,1.28,3.37,4.19,1.24,2.09,Nd1 Ni1 O3,mp-22106,0.0,-2.426030087250001,0
476,NdPdO3,Perovskite,0.81,2.93,3.84,1.25,2.12,Nd1 Pd1 O3,,,,0
477,NdPtO3,Perovskite,0.36,2.48,3.56,1.28,2.12,Nd1 Pt1 O3,,,,0
482,NdSbO3,Perovskite,-0.27,1.84,3.37,1.3,2.1100000000000003,Nd1 Sb1 O3,mp-1206341,0.0,-2.076262824749999,0
487,NdTeO3,Perovskite,0.06,2.18,3.55,1.44,2.12,Nd1 Te1 O3,,,,0
495,PbCuO3,Perovskite,1.69,4.17,4.72,1.36,2.48,Pb1 Cu1 O3,mp-1184117,0.0,-0.9185947112500003,0
503,PbNiO3,Perovskite,1.46,3.58,4.27,1.16,2.12,Pb1 Ni1 O3,mp-1078668,0.0,-1.2900855732499998,0
506,PbPdO3,Perovskite,0.79,3.23,3.83,1.18,2.44,Pb1 Pd1 O3,,,,0
507,PbPtO3,Perovskite,0.46,2.78,3.55,1.21,2.32,Pb1 Pt1 O3,,,,0
509,PbReO3,Perovskite,-0.15,1.47,3.1,1.36,1.6199999999999999,Pb1 Re1 O3,,,,0
515,PbTeO3,Perovskite,0.16,2.5,3.63,1.39,2.34,Pb1 Te1 O3,mp-543039,2.9417999999999997,-1.5516541460833329,0
516,PbTiO3,Perovskite,1.19,3.42,4.44,1.0,2.23,Pb1 Ti1 O3,mp-1106215,2.316,-2.728247650916667,0
529,PrAlO3,Perovskite,2.02,4.18,5.02,1.73,2.1599999999999997,Pr1 Al1 O3,mp-3466,4.1325,-3.65952484325,0
530,PrBiO3,Perovskite,1.11,3.28,4.28,1.41,2.17,Pr1 Bi1 O3,mp-976727,0.0,-1.9335058682500006,0
533,PrCuO3,Perovskite,1.63,4.03,4.7,1.44,2.4000000000000004,Pr1 Cu1 O3,mp-1186515,0.0,-2.3162598542500006,0
544,PrNiO3,Perovskite,1.37,3.44,4.18,1.22,2.07,Pr1 Ni1 O3,mp-22280,0.0,-2.410344111249999,0
546,PrPdO3,Perovskite,0.81,2.99,3.81,1.24,2.18,Pr1 Pd1 O3,,,,0
547,PrPtO3,Perovskite,0.36,2.55,3.49,1.28,2.19,Pr1 Pt1 O3,,,,0
551,PrSbO3,Perovskite,-0.32,1.89,3.37,1.33,2.21,Pr1 Sb1 O3,,,,0
554,PrTiO3,Perovskite,1.15,2.96,4.39,1.35,1.81,Pr1 Ti1 O3,mp-754696,0.0,-3.485200704916667,0
558,RbBiO3,Perovskite,1.1,3.38,4.24,1.3,2.28,Rb1 Bi1 O3,mp-975384,0.0,-1.4583009787499996,0
564,RbNpO3,Perovskite,1.07,2.86,4.19,1.46,1.7899999999999998,Rb1 Np1 O3,mp-975288,0.0,-3.0783086045000005,0
567,RbPtO3,Perovskite,0.95,2.8,3.78,1.06,1.8499999999999999,Rb1 Pt1 O3,mp-975236,0.0,-0.8896996907499997,0
568,RbPuO3,Perovskite,1.03,2.69,4.19,1.42,1.66,Rb1 Pu1 O3,mp-1186888,0.0,-2.9813119227500002,0
569,RbReO3,Perovskite,-0.01,1.58,3.19,1.24,1.59,Rb1 Re1 O3,mp-975216,0.0,-1.9747094377500005,0
572,RbSbO3,Perovskite,0.27,2.57,3.72,1.24,2.3,Rb1 Sb1 O3,mp-975206,0.0,-1.7999744147500003,0
573,RbTaO3,Perovskite,-0.45,1.28,3.11,1.55,1.73,Rb1 Ta1 O3,mp-1076534,2.0023999999999997,-2.97826306475,0
588,SmAlO3,Perovskite,1.38,3.77,4.57,1.67,2.39,Sm1 Al1 O3,mp-1187025,4.0771,-3.6933737012499996,0
589,SmBiO3,Perovskite,1.03,2.98,4.19,1.37,1.95,Sm1 Bi1 O3,,,,0
590,SmCoO3,Perovskite,1.41,3.45,4.64,0.81,2.04,Sm1 Co1 O3,mp-22549,0.8039000000000005,-2.442726505249999,0
592,SmCuO3,Perovskite,1.38,3.58,4.47,1.45,2.2,Sm1 Cu1 O3,mp-772548,0.0,-2.3793894062499996,0
594,SmGeO3,Perovskite,0.76,3.08,4.14,1.58,2.3200000000000003,Sm1 Ge1 O3,mp-978926,0.0,-2.45967347925,0
600,SmNiO3,Perovskite,1.21,3.13,4.13,1.23,1.92,Sm1 Ni1 O3,mp-1099668,0.0,-2.3320192762500014,0
601,SmNpO3,Perovskite,0.61,2.29,3.9,1.67,1.6800000000000002,Sm1 Np1 O3,,,,0
603,SmPdO3,Perovskite,0.81,2.77,3.83,1.25,1.96,Sm1 Pd1 O3,,,,0
604,SmPtO3,Perovskite,0.41,2.33,3.58,1.27,1.9200000000000002,Sm1 Pt1 O3,,,,0
609,SmSbO3,Perovskite,-0.26,1.79,3.39,1.27,2.05,Sm1 Sb1 O3,mp-1207179,0.0,-2.0179700322500005,0
614,SmTeO3,Perovskite,0.08,2.09,3.55,1.41,2.01,Sm1 Te1 O3,,,,0
623,SrAuO3,Perovskite,1.87,4.37,4.73,1.27,2.5,Sr1 Au1 O3,mp-1187146,0.0,-1.4220654605833332,0
624,SrBiO3,Perovskite,0.65,2.93,3.56,1.05,2.2800000000000002,Sr1 Bi1 O3,mp-29164,0.3106,-2.271877974583334,0
642,SrNiO3,Perovskite,1.87,3.84,4.62,1.02,1.9699999999999998,Sr1 Ni1 O3,mp-762506,0.0,-1.765320186583334,0
643,SrNpO3,Perovskite,1.25,3.13,4.47,1.55,1.88,Sr1 Np1 O3,,,,0
646,SrPdO3,Perovskite,1.3,3.4,3.82,0.87,2.0999999999999996,Sr1 Pd1 O3,mp-1187190,0.0,-1.6784321045833337,0
647,SrPtO3,Perovskite,0.93,3.12,3.8,1.02,2.19,Sr1 Pt1 O3,mp-1187202,0.0,-1.701633760583333,0
648,SrPuO3,Perovskite,1.18,3.02,4.46,1.52,1.84,Sr1 Pu1 O3,mp-1207172,0.0,-3.3308149905833337,0
649,SrReO3,Perovskite,0.24,2.18,3.56,1.23,1.9400000000000002,Sr1 Re1 O3,mp-1187226,0.0,-2.4019939555833334,0
657,SrTaO3,Perovskite,-0.18,1.47,3.43,1.6,1.65,Sr1 Ta1 O3,mp-1186755,0.0,-3.282068082583334,0
659,SrTeO3,Perovskite,0.42,2.82,3.72,1.21,2.4,Sr1 Te1 O3,mp-647158,3.3579,-2.376157466666667,0
661,SrTiO3,Perovskite,1.27,3.68,4.49,1.18,2.41,Sr1 Ti1 O3,mp-551830,1.7869999999999995,-3.552430347250001,0
663,SrUO3,Perovskite,1.21,2.97,4.49,1.48,1.7600000000000002,Sr1 U1 O3,,,,0
672,TbBiO3,Perovskite,1.1,3.15,4.21,1.61,2.05,Tb1 Bi1 O3,,,,0
675,TbCuO3,Perovskite,1.48,3.8,4.5,1.47,2.32,Tb1 Cu1 O3,mp-1187321,0.0,-2.252783877249999,0
685,TbNiO3,Perovskite,1.26,3.21,4.05,1.23,1.95,Tb1 Ni1 O3,mp-770347,0.0,-2.4531189282499994,0
687,TbPdO3,Perovskite,0.77,2.81,3.79,1.27,2.04,Tb1 Pd1 O3,,,,0
688,TbPtO3,Perovskite,0.35,2.38,3.48,1.33,2.03,Tb1 Pt1 O3,,,,0
692,TbSbO3,Perovskite,-0.33,1.76,3.35,1.54,2.09,Tb1 Sb1 O3,,,,0
695,TbTiO3,Perovskite,0.71,2.63,3.99,1.53,1.92,Tb1 Ti1 O3,mp-768409,0.0,-3.6295793064166673,0
701,ThCuO3,Perovskite,1.4,3.57,4.46,1.44,2.17,Th1 Cu1 O3,mp-1187487,0.0,-2.4681732332500004,0
703,ThGeO3,Perovskite,0.47,2.75,3.92,1.81,2.2800000000000002,Th1 Ge1 O3,,,,0
706,ThNiO3,Perovskite,1.22,3.1,4.08,1.21,1.8800000000000001,Th1 Ni1 O3,,,,0
708,ThPdO3,Perovskite,0.68,2.67,3.78,1.26,1.9899999999999998,Th1 Pd1 O3,mp-1187442,0.0,-2.003477761249999,0
709,ThPtO3,Perovskite,0.24,2.17,3.49,1.33,1.93,Th1 Pt1 O3,,,,0
713,TlAlO3,Perovskite,2.24,4.26,5.06,1.7,2.0199999999999996,Tl1 Al1 O3,mp-768539,0.7376999999999994,-2.1907037764166666,0
714,TlBiO3,Perovskite,1.06,3.34,4.16,1.34,2.28,Tl1 Bi1 O3,,,,0
717,TlCuO3,Perovskite,1.86,4.31,4.82,1.34,2.4499999999999993,Tl1 Cu1 O3,mp-1187483,0.0,-0.6591835159166664,0
725,TlNiO3,Perovskite,1.6,3.66,4.35,1.16,2.06,Tl1 Ni1 O3,mp-18001,0.0,-0.9671292884166661,0
728,TlPdO3,Perovskite,0.87,3.28,3.85,1.17,2.4099999999999997,Tl1 Pd1 O3,,,,0
729,TlPtO3,Perovskite,0.49,2.83,3.54,1.19,2.34,Tl1 Pt1 O3,,,,0
734,TlSbO3,Perovskite,-0.14,2.12,3.39,1.24,2.2600000000000002,Tl1 Sb1 O3,mp-30058,2.4362000000000004,-1.7149749409166666,0
738,TlTiO3,Perovskite,1.88,3.84,4.89,1.37,1.96,Tl1 Ti1 O3,,,,0
743,TmBiO3,Perovskite,1.07,3.09,4.17,1.56,2.0199999999999996,Tm1 Bi1 O3,mp-755216,2.4417999999999997,-2.8240589135833325,0
746,TmCuO3,Perovskite,1.5,3.83,4.49,1.46,2.33,Tm1 Cu1 O3,,,,0
754,TmNiO3,Perovskite,1.27,3.24,4.08,1.21,1.9700000000000002,Tm1 Ni1 O3,mp-19002,0.0,-2.5288082225833337,0
755,TmNpO3,Perovskite,0.78,2.58,3.97,1.81,1.8,Tm1 Np1 O3,,,,0
757,TmPdO3,Perovskite,0.83,2.89,3.82,1.25,2.06,Tm1 Pd1 O3,,,,0
758,TmPtO3,Perovskite,0.47,2.46,3.61,1.3,1.99,Tm1 Pt1 O3,,,,0
763,TmSbO3,Perovskite,-0.29,1.73,3.36,1.49,2.02,Tm1 Sb1 O3,,,,0
768,TmTeO3,Perovskite,0.04,2.09,3.52,1.6,2.05,Tm1 Te1 O3,,,,0
769,TmTiO3,Perovskite,0.78,2.92,4.09,1.55,2.1399999999999997,Tm1 Ti1 O3,mp-755525,0.0,-3.65422067425,0
775,YbAlO3,Perovskite,1.96,4.24,4.93,1.72,2.2800000000000002,Yb1 Al1 O3,mp-758371,0.0,-3.203787335250001,0
776,YbBiO3,Perovskite,1.05,3.29,4.2,1.36,2.24,Yb1 Bi1 O3,mp-676312,0.3571,-2.332176024,0
779,YbCuO3,Perovskite,1.72,4.13,4.75,1.39,2.41,Yb1 Cu1 O3,mp-1187562,0.0,-1.8808761912499996,0
783,YBiO3,Perovskite,1.07,3.27,4.19,1.52,2.2,Y1 Bi1 O3,mp-1424898,0.0,-1.717916576583334,0
788,YbNiO3,Perovskite,1.48,3.52,4.29,1.2,2.04,Yb1 Ni1 O3,mp-19249,0.0,-1.9793080827499991,0
791,YbPdO3,Perovskite,0.88,3.09,3.84,1.21,2.21,Yb1 Pd1 O3,mp-1187570,0.0,-1.69577856725,0
792,YbPtO3,Perovskite,0.51,2.67,3.59,1.24,2.16,Yb1 Pt1 O3,mp-1187480,0.0,-1.7086635412500002,0
797,YbSbO3,Perovskite,-0.26,1.9,3.34,1.27,2.16,Yb1 Sb1 O3,,,,0
