,Catalyst Materials,Family,ΔGOH*,ΔGO*,ΔGOOH*,"Overpotential at xx (nearby) current density vs RHE, V",ΔGO*-ΔGOH*,composition,material id,band gap,formation energy per atom,cluster
50,BaInO3,Perovskite,2.03,4.94,4.91,1.69,2.9100000000000006,Ba1 In1 O3,mp-1227991,0.0,-2.1442495712499996,4
60,BaPbO3,Perovskite,1.73,4.46,4.89,1.5,2.73,Ba1 Pb1 O3,mp-561598,0.0,-1.01444146925,4
62,BaPrO3,Perovskite,2.31,5.13,5.43,1.6,2.82,Ba1 Pr1 O3,mp-6910,0.0,-2.9674991942499993,4
68,BaScO3,Perovskite,2.25,5.18,4.97,1.7,2.9299999999999997,Ba1 Sc1 O3,mp-1183289,0.0,-3.2078744082499995,4
69,BaSnO3,Perovskite,2.1,5.04,5.46,1.71,2.94,Ba1 Sn1 O3,mp-3163,0.37239999999999984,-2.5882316482499994,4
70,BaSnO3,Perovskite,1.35,4.19,4.59,1.6,2.8400000000000003,Ba1 Sn1 O3,mp-3163,0.37239999999999984,-2.5882316482499994,4
72,BaTbO3,Perovskite,2.57,5.54,5.62,1.74,2.97,Ba1 Tb1 O3,mp-5735,0.0,-3.1248201512500002,4
75,BaThO3,Perovskite,1.78,4.4,5.15,1.39,2.62,Ba1 Th1 O3,mp-8037,3.2033000000000005,-3.692453227250001,4
76,BaTiO3,Perovskite,2.54,5.34,5.63,1.57,2.8,Ba1 Ti1 O3,mp-644497,0.31570000000000004,-2.7787687559166665,4
77,BaTiO3,Perovskite,0.98,3.58,4.21,1.36,2.6,Ba1 Ti1 O3,mp-644497,0.31570000000000004,-2.7787687559166665,4
78,BaTiO3,Perovskite,2.4,4.91,5.52,1.47,2.5100000000000002,Ba1 Ti1 O3,mp-644497,0.31570000000000004,-2.7787687559166665,4
79,BaTlO3,Perovskite,2.05,4.77,5.02,1.49,2.7199999999999998,Ba1 Tl1 O3,mp-1183393,0.0,-1.7009485339166666,4
84,BaYO3,Perovskite,1.8,4.78,4.75,1.75,2.9800000000000004,Ba1 Y1 O3,,,,4
85,BaZnO3,Perovskite,2.38,5.09,5.14,1.48,2.71,Ba1 Zn1 O3,mp-1183405,0.0,-1.84494449125,4
86,BaZrO3,Perovskite,2.38,5.41,5.5,1.79,3.0300000000000002,Ba1 Zr1 O3,mp-3834,3.0377,-3.63993234525,4
87,BaZrO3,Perovskite,1.36,4.23,4.57,1.64,2.87,Ba1 Zr1 O3,mp-3834,3.0377,-3.63993234525,4
89,CaAgO3,Perovskite,1.79,4.69,4.54,1.67,2.9000000000000004,Ca1 Ag1 O3,,,,4
90,CaAlO3,Perovskite,2.24,5.0,4.92,1.53,2.76,Ca1 Al1 O3,,,,4
91,CaAuO3,Perovskite,1.45,4.29,4.33,1.62,2.84,Ca1 Au1 O3,,,,4
96,CaGaO3,Perovskite,2.2,5.06,5.0,1.63,2.8599999999999994,Ca1 Ga1 O3,,,,4
97,CaGeO3,Perovskite,1.09,3.87,4.31,1.55,2.7800000000000002,Ca1 Ge1 O3,mp-554549,2.5120999999999998,-2.736338839874999,4
98,CaHfO3,Perovskite,2.32,5.35,5.43,1.8,3.03,Ca1 Hf1 O3,mp-754853,4.4855,-3.8217014392500004,4
112,CaScO3,Perovskite,2.0,4.96,4.84,1.74,2.96,Ca1 Sc1 O3,mp-1183534,0.0,-3.0708377422500006,4
113,CaSiO3,Perovskite,0.61,3.44,4.09,1.6,2.83,Ca1 Si1 O3,mp-649676,3.438,-3.098450190083334,4
114,CaSnO3,Perovskite,2.08,5.03,5.41,1.72,2.95,Ca1 Sn1 O3,mp-546910,0.0,-1.2455479742500004,4
118,CaTiO3,Perovskite,2.78,5.66,5.74,1.65,2.8800000000000003,Ca1 Ti1 O3,mp-754701,3.3276000000000003,-3.5284978449166666,4
123,CaYO3,Perovskite,1.5,4.46,4.55,1.74,2.96,Ca1 Y1 O3,mp-1183544,0.0,-2.831406256583334,4
124,CaZrO3,Perovskite,2.4,5.44,5.47,1.81,3.0400000000000005,Ca1 Zr1 O3,mp-542112,3.2122,-3.4790453612500003,4
128,CdGeO3,Perovskite,1.45,4.08,4.75,1.65,2.63,Cd1 Ge1 O3,mp-685935,1.5058,-1.7697488512500001,4
129,CdHfO3,Perovskite,2.48,5.5,5.51,1.79,3.02,Cd1 Hf1 O3,mp-1212404,2.3244,-2.94390512425,4
143,CdSnO3,Perovskite,1.98,4.92,5.2,1.74,2.94,Cd1 Sn1 O3,mp-754329,0.9762,-1.8459352942499998,4
147,CdTiO3,Perovskite,2.9,5.76,5.82,1.67,2.86,Cd1 Ti1 O3,mp-5052,2.4156,-2.6409038589166665,4
151,CdZrO3,Perovskite,2.31,5.17,5.28,1.82,2.86,Cd1 Zr1 O3,mp-1016845,0.0,-2.4899430652500003,4
158,CeGaO3,Perovskite,2.4,4.81,5.34,1.67,2.4099999999999997,Ce1 Ga1 O3,mp-33365,0.0,-2.8922972717500004,4
159,CeInO3,Perovskite,1.91,4.6,4.96,1.7,2.6899999999999995,Ce1 In1 O3,,,,4
161,CeMgO3,Perovskite,1.84,4.53,4.73,1.64,2.6900000000000004,Ce1 Mg1 O3,,,,4
173,CeScO3,Perovskite,1.97,4.77,4.8,1.76,2.8,Ce1 Sc1 O3,mp-777413,0.0,-3.85654432625,4
178,CeZnO3,Perovskite,2.02,4.78,4.88,1.62,2.7600000000000002,Ce1 Zn1 O3,,,,4
183,DyAlO3,Perovskite,1.53,4.04,4.55,1.8,2.51,Dy1 Al1 O3,mp-754936,5.1659999999999995,-3.7210661972500008,4
189,DyGaO3,Perovskite,1.95,4.78,4.91,1.79,2.83,Dy1 Ga1 O3,mp-769015,2.8659,-3.1580106850833336,4
190,DyGeO3,Perovskite,0.82,3.21,4.07,1.75,2.39,Dy1 Ge1 O3,,,,4
191,DyInO3,Perovskite,1.57,4.55,4.63,1.81,2.9799999999999995,Dy1 In1 O3,mp-768149,1.9870999999999999,-2.9998138972500006,4
206,DyScO3,Perovskite,1.42,4.55,4.37,1.83,3.13,Dy1 Sc1 O3,mp-31120,4.4597999999999995,-3.9641368147500002,4
207,DySnO3,Perovskite,1.46,4.49,4.61,1.8,3.0300000000000002,Dy1 Sn1 O3,mp-1184153,0.0,-2.15279857025,4
215,DyZrO3,Perovskite,1.25,4.38,4.28,1.93,3.13,Dy1 Zr1 O3,,,,4
216,ErAlO3,Perovskite,1.34,3.89,4.46,1.87,2.55,Er1 Al1 O3,mp-754184,3.5603999999999996,-3.6963129842500004,4
222,ErGaO3,Perovskite,1.75,4.52,4.82,1.86,2.7699999999999996,Er1 Ga1 O3,mp-1213088,2.9001,-3.1855533314166666,4
223,ErInO3,Perovskite,1.44,4.31,4.56,1.87,2.8699999999999997,Er1 In1 O3,mp-754208,2.5532,-2.94807762825,4
235,ErScO3,Perovskite,1.24,4.3,4.29,1.91,3.0599999999999996,Er1 Sc1 O3,mp-1212985,4.4171,-3.97278770575,4
246,EuGeO3,Perovskite,0.87,3.42,4.32,1.59,2.55,Eu1 Ge1 O3,mp-865181,0.0,-2.6078391462499995,4
247,EuInO3,Perovskite,1.85,4.77,4.93,1.69,2.9199999999999995,Eu1 In1 O3,mp-1212980,0.0,-2.5795561672500003,4
262,EuScO3,Perovskite,1.93,4.92,4.84,1.72,2.99,Eu1 Sc1 O3,mp-22487,0.0,-3.5329302822499997,4
263,EuSnO3,Perovskite,1.81,4.75,5.04,1.69,2.94,Eu1 Sn1 O3,mp-862606,0.0,-2.5499123822500005,4
271,EuZrO3,Perovskite,2.38,5.42,5.47,1.81,3.04,Eu1 Zr1 O3,mp-771055,0.3877000000000006,-3.55385709925,4
273,GdAlO3,Perovskite,1.4,3.9,4.56,1.83,2.5,Gd1 Al1 O3,mp-5223,3.2382,-3.6912134257500013,4
279,GdGaO3,Perovskite,1.78,4.5,4.9,1.82,2.7199999999999998,Gd1 Ga1 O3,mp-18656,3.3962000000000003,-3.07849731375,4
280,GdInO3,Perovskite,1.46,4.29,4.64,1.84,2.83,Gd1 In1 O3,mp-1212778,2.586,-2.8980654077500008,4
292,GdScO3,Perovskite,1.28,4.32,4.35,1.87,3.04,Gd1 Sc1 O3,mp-5690,3.1418000000000004,-3.921091020749999,4
301,HfGeO3,Perovskite,0.57,2.9,3.94,1.88,2.33,Hf1 Ge1 O3,,,,4
302,HfMgO3,Perovskite,1.29,4.1,4.34,1.87,2.8099999999999996,Hf1 Mg1 O3,mp-1016825,1.2771999999999997,-3.0445071952499996,4
310,HfZnO3,Perovskite,1.53,4.38,4.57,1.88,2.8499999999999996,Hf1 Zn1 O3,mp-1016819,0.0,-2.4419808312500004,4
311,HoAlO3,Perovskite,1.51,4.02,4.52,1.89,2.51,Ho1 Al1 O3,mp-4891,5.8359,-3.7563681107500004,4
317,HoGaO3,Perovskite,1.92,4.74,4.89,1.86,2.8200000000000003,Ho1 Ga1 O3,mp-769045,2.8722,-3.1721851940833328,4
318,HoInO3,Perovskite,1.55,4.53,4.61,1.87,2.9800000000000004,Ho1 In1 O3,mp-776984,2.5765,-2.9444165597500005,4
330,HoScO3,Perovskite,1.42,4.55,4.34,1.9,3.13,Ho1 Sc1 O3,mp-31121,4.476,-3.9688878982500007,4
342,KBiO3,Perovskite,1.85,4.51,5.05,1.43,2.6599999999999997,K1 Bi1 O3,mp-676536,0.18619999999999992,-1.5565795909611109,4
344,KHfO3,Perovskite,2.15,5.0,4.96,1.62,2.85,K1 Hf1 O3,mp-998227,0.0,-2.94818704785,4
351,KPaO3,Perovskite,-0.88,1.9,2.79,1.55,2.78,K1 Pa1 O3,mp-1206970,3.0477,-3.5633817498499996,4
352,KPbO3,Perovskite,2.14,4.89,5.12,1.53,2.7499999999999996,K1 Pb1 O3,mp-1184935,0.0,-1.20500409585,4
358,KSbO3,Perovskite,0.86,3.49,4.39,1.4,2.6300000000000003,K1 Sb1 O3,mp-695836,0.0,-1.28947950385,4
359,KSnO3,Perovskite,1.79,4.57,4.82,1.55,2.7800000000000002,K1 Sn1 O3,,,,4
360,KTaO3,Perovskite,0.68,3.52,4.2,1.61,2.84,K1 Ta1 O3,mp-3614,2.0995,-3.0783753718499995,4
367,KZrO3,Perovskite,2.22,5.06,5.02,1.61,2.8399999999999994,K1 Zr1 O3,mp-1184950,0.0,-2.799969929849999,4
369,LaAlO3,Perovskite,2.0,4.93,4.8,1.7,2.9299999999999997,La1 Al1 O3,mp-696871,3.378000000000001,-3.4948951602500005,4
376,LaGaO3,Perovskite,1.98,4.91,4.92,1.7,2.93,La1 Ga1 O3,mp-5837,3.3483,-3.09869340575,4
378,LaInO3,Perovskite,2.07,4.49,5.15,1.73,2.4200000000000004,La1 In1 O3,mp-11623,2.7507,-2.93055308025,4
380,LaMgO3,Perovskite,2.19,5.25,4.86,1.83,3.06,La1 Mg1 O3,mp-1184964,0.0,-2.9501483522500003,4
393,LaScO3,Perovskite,2.55,5.57,5.57,1.79,3.0200000000000005,La1 Sc1 O3,mp-31116,3.8973000000000004,-3.9513267542499997,4
394,LaScO3,Perovskite,1.65,4.64,4.44,1.76,2.9899999999999998,La1 Sc1 O3,mp-31116,3.8973000000000004,-3.9513267542499997,4
400,LaZnO3,Perovskite,2.37,5.16,5.1,1.55,2.79,La1 Zn1 O3,mp-1184965,0.0,-2.523604560249999,4
401,LiHfO3,Perovskite,2.5,5.35,5.06,1.62,2.8499999999999996,Li1 Hf1 O3,,,,4
403,LiSnO3,Perovskite,2.32,5.1,5.0,1.55,2.78,Li1 Sn1 O3,,,,4
404,LiTiO3,Perovskite,2.77,5.32,5.16,1.54,2.5500000000000003,Li1 Ti1 O3,,,,4
405,LiZrO3,Perovskite,2.61,5.45,5.07,1.61,2.8400000000000003,Li1 Zr1 O3,,,,4
406,LuAlO3,Perovskite,1.49,4.06,4.53,1.92,2.5699999999999994,Lu1 Al1 O3,mp-754435,5.0767,-3.7237230552499994,4
412,LuGaO3,Perovskite,1.87,4.64,4.9,1.9,2.7699999999999996,Lu1 Ga1 O3,mp-768505,2.8827999999999996,-3.220843054083333,4
413,LuInO3,Perovskite,1.54,4.43,4.63,1.91,2.8899999999999997,Lu1 In1 O3,,,,4
425,LuScO3,Perovskite,1.39,4.53,4.35,1.94,3.1400000000000006,Lu1 Sc1 O3,mp-776593,4.5878,-3.98370952225,4
430,MgAlO3,Perovskite,2.04,4.95,4.91,1.67,2.91,Mg1 Al1 O3,mp-1185841,0.0,-2.5441155932499995,4
431,MgScO3,Perovskite,2.73,5.36,5.23,1.5,2.6300000000000003,Mg1 Sc1 O3,,,,4
432,MgYO3,Perovskite,2.65,5.34,5.19,1.46,2.69,Mg1 Y1 O3,,,,4
439,NaHfO3,Perovskite,2.13,5.03,4.98,1.67,2.9000000000000004,Na1 Hf1 O3,,,,4
451,NaSbO3,Perovskite,0.59,3.19,4.12,1.37,2.6,Na1 Sb1 O3,mp-752755,1.7037000000000004,-2.0098509230603447,4
452,NaSnO3,Perovskite,1.78,4.66,4.88,1.65,2.88,Na1 Sn1 O3,,,,4
459,NaZrO3,Perovskite,2.19,5.07,5.03,1.66,2.8800000000000003,Na1 Zr1 O3,,,,4
466,NdGaO3,Perovskite,2.86,5.79,5.83,1.7,2.93,Nd1 Ga1 O3,mp-3196,3.4524999999999997,-3.05448283625,4
467,NdGeO3,Perovskite,0.77,3.28,4.13,1.62,2.51,Nd1 Ge1 O3,mp-975347,0.0,-2.4921764997499998,4
468,NdInO3,Perovskite,1.74,4.64,4.83,1.7,2.8999999999999995,Nd1 In1 O3,mp-755138,2.6533,-2.87534569925,4
483,NdScO3,Perovskite,1.59,4.6,4.48,1.74,3.01,Nd1 Sc1 O3,mp-31117,4.3025,-3.897227354249999,4
484,NdSnO3,Perovskite,1.59,4.55,4.8,1.68,2.96,Nd1 Sn1 O3,,,,4
492,NdZrO3,Perovskite,1.33,4.28,4.31,1.86,2.95,Nd1 Zr1 O3,mp-771131,0.0,-3.45027126175,4
497,PbGeO3,Perovskite,1.06,3.66,4.45,1.56,2.6,Pb1 Ge1 O3,mp-554699,2.7131,-1.9299915292500003,4
499,PbMgO3,Perovskite,1.75,4.53,4.73,1.59,2.7800000000000002,Pb1 Mg1 O3,mp-976722,0.0,-1.5011783952499997,4
512,PbSnO3,Perovskite,1.78,4.65,4.95,1.63,2.87,Pb1 Sn1 O3,mp-504543,0.0,-1.7232027397499998,4
520,PbZnO3,Perovskite,1.9,4.77,4.83,1.64,2.8699999999999997,Pb1 Zn1 O3,mp-1078329,0.0,-1.4743661822500003,4
521,PbZrO3,Perovskite,1.69,4.54,4.79,1.76,2.85,Pb1 Zr1 O3,mp-647557,3.2094,-2.8465355005,4
535,PrGaO3,Perovskite,2.86,5.8,5.83,1.71,2.94,Pr1 Ga1 O3,mp-4535,3.3909,-3.0376882267499994,4
536,PrGaO3,Perovskite,2.41,5.08,5.41,1.71,2.67,Pr1 Ga1 O3,mp-4535,3.3909,-3.0376882267499994,4
537,PrGeO3,Perovskite,0.82,3.33,4.23,1.65,2.5100000000000002,Pr1 Ge1 O3,,,,4
538,PrInO3,Perovskite,1.84,4.83,4.99,1.73,2.99,Pr1 In1 O3,mp-1105130,2.6335999999999995,-2.8614470797499996,4
540,PrMgO3,Perovskite,1.78,4.54,4.73,1.67,2.76,Pr1 Mg1 O3,,,,4
552,PrScO3,Perovskite,1.89,4.91,4.77,1.77,3.0200000000000005,Pr1 Sc1 O3,mp-559756,4.2605,-3.8822169097499994,4
557,PrZnO3,Perovskite,1.98,4.87,4.83,1.64,2.89,Pr1 Zn1 O3,,,,4
585,ScAlO3,Perovskite,0.7,4.07,3.8,2.14,3.37,Sc1 Al1 O3,mp-4471,4.591900000000001,-3.67038498325,4
595,SmInO3,Perovskite,1.48,4.19,4.63,1.67,2.7100000000000004,Sm1 In1 O3,mp-752437,2.6396999999999995,-2.8998782197500006,4
610,SmScO3,Perovskite,1.24,4.15,4.33,1.71,2.91,Sm1 Sc1 O3,mp-31118,4.366899999999999,-3.92202783575,4
611,SmSnO3,Perovskite,1.4,4.12,4.63,1.66,2.72,Sm1 Sn1 O3,,,,4
619,SmZrO3,Perovskite,0.97,3.86,4.2,1.82,2.8899999999999997,Sm1 Zr1 O3,,,,4
621,SrAgO3,Perovskite,2.15,4.78,4.84,1.4,2.6300000000000003,Sr1 Ag1 O3,mp-979294,0.0,-1.3895839059166668,4
622,SrAlO3,Perovskite,2.15,4.9,4.83,1.53,2.7500000000000004,Sr1 Al1 O3,mp-978862,0.0,-3.033029024583334,4
625,SrCdO3,Perovskite,2.26,5.09,5.14,1.59,2.83,Sr1 Cd1 O3,,,,4
629,SrGaO3,Perovskite,2.21,5.04,4.98,1.6,2.83,Sr1 Ga1 O3,,,,4
630,SrGeO3,Perovskite,2.22,5.0,5.56,1.54,2.78,Sr1 Ge1 O3,mp-555731,3.0028,-2.6317891755833336,4
631,SrGeO3,Perovskite,1.11,3.87,4.53,1.53,2.76,Sr1 Ge1 O3,mp-555731,3.0028,-2.6317891755833336,4
632,SrHfO3,Perovskite,2.31,5.33,5.44,1.79,3.02,Sr1 Hf1 O3,mp-550908,3.6763999999999997,-3.8008457065833334,4
633,SrHfO3,Perovskite,1.24,4.18,4.47,1.71,2.9399999999999995,Sr1 Hf1 O3,mp-550908,3.6763999999999997,-3.8008457065833334,4
634,SrHgO3,Perovskite,2.13,4.76,5.27,1.39,2.63,Sr1 Hg1 O3,mp-971975,0.0,-1.3615998715833335,4
635,SrInO3,Perovskite,1.88,4.82,4.83,1.71,2.9400000000000004,Sr1 In1 O3,mp-972021,0.0,-2.1183083625833334,4
645,SrPbO3,Perovskite,1.54,4.21,4.74,1.44,2.67,Sr1 Pb1 O3,mp-20489,0.7941000000000003,-2.1569008990833334,4
653,SrScO3,Perovskite,2.18,5.14,4.93,1.73,2.9599999999999995,Sr1 Sc1 O3,mp-1187191,0.0,-3.1879038755833333,4
654,SrSiO3,Perovskite,2.18,4.85,5.45,1.44,2.6699999999999995,Sr1 Si1 O3,mp-561547,4.6026,-3.4065493310833332,4
655,SrSnO3,Perovskite,2.09,5.03,5.43,1.71,2.9400000000000004,Sr1 Sn1 O3,mp-546973,0.9698000000000002,-2.5909741675833344,4
656,SrSnO3,Perovskite,1.22,4.06,4.49,1.62,2.84,Sr1 Sn1 O3,mp-546973,0.9698000000000002,-2.5909741675833344,4
660,SrTiO3,Perovskite,2.63,5.48,5.67,1.62,2.8500000000000005,Sr1 Ti1 O3,mp-551830,1.7869999999999995,-3.552430347250001,4
662,SrTlO3,Perovskite,2.03,4.75,5.06,1.49,2.72,Sr1 Tl1 O3,mp-981367,0.0,-1.6273862432499997,4
667,SrYO3,Perovskite,1.58,4.55,4.57,1.74,2.9699999999999998,Sr1 Y1 O3,,,,4
668,SrZnO3,Perovskite,2.41,5.13,5.15,1.49,2.7199999999999998,Sr1 Zn1 O3,mp-1186757,0.0,-1.8724251305833328,4
669,SrZrO3,Perovskite,2.41,5.44,5.5,1.8,3.0300000000000002,Sr1 Zr1 O3,mp-613402,0.0,-1.1457684525833336,4
670,SrZrO3,Perovskite,1.3,4.16,4.54,1.63,2.8600000000000003,Sr1 Zr1 O3,mp-613402,0.0,-1.1457684525833336,4
671,TbAlO3,Perovskite,1.57,4.04,4.59,1.86,2.4699999999999998,Tb1 Al1 O3,mp-4434,5.598200000000001,-3.74116705375,4
677,TbGaO3,Perovskite,1.98,4.77,4.95,1.83,2.7899999999999996,Tb1 Ga1 O3,mp-756290,3.443,-3.1269886872499995,4
678,TbGeO3,Perovskite,0.66,3.06,3.99,1.81,2.4,Tb1 Ge1 O3,mp-981132,0.0,-2.40259805025,4
679,TbInO3,Perovskite,1.6,4.53,4.66,1.85,2.93,Tb1 In1 O3,mp-769263,2.5934999999999997,-2.93499406525,4
681,TbMgO3,Perovskite,1.41,4.3,4.4,1.81,2.8899999999999997,Tb1 Mg1 O3,mp-1187347,0.0,-2.7647931872500005,4
693,TbScO3,Perovskite,1.46,4.6,4.39,1.88,3.1399999999999997,Tb1 Sc1 O3,mp-31119,4.4378,-3.958515287249999,4
698,TbZnO3,Perovskite,1.66,4.61,4.61,1.81,2.95,Tb1 Zn1 O3,,,,4
704,ThMgO3,Perovskite,1.26,3.94,4.36,1.8,2.6799999999999997,Th1 Mg1 O3,,,,4
712,ThZnO3,Perovskite,1.53,4.22,4.6,1.8,2.6899999999999995,Th1 Zn1 O3,,,,4
719,TlGaO3,Perovskite,2.36,4.92,5.2,1.64,2.56,Tl1 Ga1 O3,mp-756909,0.2334000000000005,-1.617654038416667,4
720,TlInO3,Perovskite,2.01,4.8,4.96,1.65,2.79,Tl1 In1 O3,,,,4
735,TlScO3,Perovskite,2.21,4.97,4.95,1.68,2.76,Tl1 Sc1 O3,mp-752429,0.9279999999999995,-2.4583451419166673,4
742,TmAlO3,Perovskite,1.47,4.06,4.54,1.86,2.59,Tm1 Al1 O3,mp-756281,5.7744,-3.7780409460833333,4
748,TmGeO3,Perovskite,0.74,3.17,4.07,1.79,2.4299999999999997,Tm1 Ge1 O3,mp-1187655,0.0,-2.3084070755833337,4
749,TmInO3,Perovskite,1.54,4.57,4.62,1.83,3.0300000000000002,Tm1 In1 O3,mp-1101263,2.5258999999999996,-2.959317458583334,4
764,TmScO3,Perovskite,1.4,4.58,4.38,1.86,3.18,Tm1 Sc1 O3,mp-1207696,4.4531,-3.982169483083333,4
765,TmSnO3,Perovskite,1.48,4.48,4.61,1.83,3.0000000000000004,Tm1 Sn1 O3,,,,4
772,TmZrO3,Perovskite,1.25,4.44,4.33,1.94,3.1900000000000004,Tm1 Zr1 O3,,,,4
773,YAlO3,Perovskite,2.87,5.73,5.79,1.64,2.8600000000000003,Y1 Al1 O3,mp-3792,5.5402,-3.721525569083333,4
774,YAlO3,Perovskite,1.93,4.85,4.79,1.7,2.92,Y1 Al1 O3,mp-3792,5.5402,-3.721525569083333,4
781,YbGeO3,Perovskite,0.9,3.5,4.34,1.59,2.6,Yb1 Ge1 O3,mp-865758,1.0156999999999998,-2.7659862942499998,4
782,YbInO3,Perovskite,1.85,4.82,4.92,1.68,2.97,Yb1 In1 O3,mp-1187569,0.0,-2.0643864712500006,4
798,YbScO3,Perovskite,1.94,4.98,4.84,1.72,3.0400000000000005,Yb1 Sc1 O3,mp-1187493,0.0,-3.1632227022499997,4
799,YbSnO3,Perovskite,1.79,4.8,5.02,1.68,3.01,Yb1 Sn1 O3,mp-1187515,1.7074999999999996,-2.591294924249999,4
807,YbZrO3,Perovskite,1.86,4.93,4.94,1.81,3.0699999999999994,Yb1 Zr1 O3,,,,4
810,YCuO3,Perovskite,1.72,4.55,4.75,1.59,2.83,Y1 Cu1 O3,mp-1432347,0.0,-2.218278750583333,4
812,YGaO3,Perovskite,2.33,5.08,5.28,1.8,2.75,Y1 Ga1 O3,mp-17853,2.9043,-3.1351304984166677,4
813,YInO3,Perovskite,1.89,4.93,4.97,1.83,3.04,Y1 In1 O3,mp-504607,2.0516999999999994,-2.980185456583334,4
825,YScO3,Perovskite,1.99,5.15,4.83,1.86,3.16,Y1 Sc1 O3,mp-769007,3.1406,-3.9506535382500005,4
827,YTiO3,Perovskite,1.49,3.97,4.61,1.54,2.4800000000000004,Y1 Ti1 O3,mp-4355,0.0,-3.6120683227499994,4
830,YZnO3,Perovskite,1.74,5.03,4.54,2.06,3.29,Y1 Zn1 O3,,,,4
