,Catalyst Materials,Family,ΔGOH*,ΔGO*,ΔGOOH*,"Overpotential at xx (nearby) current density vs RHE, V",ΔGO*-ΔGOH*,composition,material id,band gap,formation energy per atom,cluster
188,DyFeO3,Perovskite,1.26,3.23,4.47,0.67,1.97,Dy1 Fe1 O3,mp-22283,0.9134000000000002,Dy-Fe-O,2
192,DyIrO3,Perovskite,0.57,1.78,3.8,0.65,1.21,Dy1 Ir1 O3,,,,2
193,DyMnO3,Perovskite,1.19,2.73,4.4,0.76,1.54,Dy1 Mn1 O3,mp-542479,0.0,Dy-Mn-O,2
203,DyRhO3,Perovskite,0.08,1.46,3.27,0.76,1.38,Dy1 Rh1 O3,mp-1212884,0.8883000000000001,Dy-O-Rh,2
204,DyRuO3,Perovskite,0.4,1.65,3.68,0.65,1.25,Dy1 Ru1 O3,,,,2
218,ErCoO3,Perovskite,1.25,3.03,4.38,0.86,1.7799999999999998,Er1 Co1 O3,mp-562779,1.4471000000000003,Co-Er-O,2
221,ErFeO3,Perovskite,1.21,3.12,4.42,0.67,1.9100000000000001,Er1 Fe1 O3,mp-19935,1.3727,Er-Fe-O,2
224,ErIrO3,Perovskite,0.47,1.67,3.71,0.66,1.2,Er1 Ir1 O3,mp-1184162,0.0,Er-Ir-O,2
225,ErMnO3,Perovskite,1.14,2.62,4.35,0.75,1.4800000000000002,Er1 Mn1 O3,mp-19217,0.24109999999999987,Er-Mn-O,2
232,ErRhO3,Perovskite,0.03,1.4,3.23,0.8,1.3699999999999999,Er1 Rh1 O3,mp-1213022,0.9642,Er-O-Rh,2
233,ErRuO3,Perovskite,0.36,1.59,3.67,0.68,1.23,Er1 Ru1 O3,,,,2
242,EuCoO3,Perovskite,1.55,3.02,4.68,0.96,1.47,Eu1 Co1 O3,mp-1212757,0.0,Co-Eu-O,2
245,EuFeO3,Perovskite,1.54,3.24,4.8,0.73,1.7000000000000002,Eu1 Fe1 O3,mp-504703,0.0,Eu-Fe-O,2
248,EuIrO3,Perovskite,0.53,1.68,3.76,0.69,1.15,Eu1 Ir1 O3,mp-1184445,0.0,Eu-Ir-O,2
249,EuMnO3,Perovskite,1.49,2.74,4.72,0.8,1.2500000000000002,Eu1 Mn1 O3,mp-1099619,0.0,Eu-Mn-O,2
259,EuRhO3,Perovskite,0.01,1.43,3.17,0.83,1.42,Eu1 Rh1 O3,mp-19801,0.0,Eu-O-Rh,2
260,EuRuO3,Perovskite,0.29,1.57,3.57,0.66,1.28,Eu1 Ru1 O3,mp-866036,0.0,Eu-O-Ru,2
272,Fe0.5Ir0.5O2,Bimetallic oxide,0.42,1.86,3.52,0.43,1.4400000000000002,Fe0.5 Ir0.5 O2,,,,2
275,GdCoO3,Perovskite,1.22,2.98,4.33,0.83,1.76,Gd1 Co1 O3,mp-20951,0.0,Co-Gd-O,2
278,GdFeO3,Perovskite,1.19,3.1,4.43,0.65,1.9100000000000001,Gd1 Fe1 O3,mp-600576,0.0,Fe-Gd-O,2
281,GdIrO3,Perovskite,0.49,1.71,3.72,0.65,1.22,Gd1 Ir1 O3,,,,2
282,GdMnO3,Perovskite,1.11,2.57,4.38,0.74,1.4599999999999997,Gd1 Mn1 O3,mp-510575,0.4040999999999997,Gd-Mn-O,2
289,GdRhO3,Perovskite,0.07,1.44,3.26,0.75,1.3699999999999999,Gd1 Rh1 O3,mp-1184503,0.0,Gd-O-Rh,2
290,GdRuO3,Perovskite,0.37,1.62,3.65,0.63,1.25,Gd1 Ru1 O3,,,,2
297,HfCoO3,Perovskite,1.14,2.91,4.25,0.86,1.7700000000000002,Hf1 Co1 O3,mp-753534,2.4865,Co-Hf-O,2
300,HfFeO3,Perovskite,1.22,3.08,4.41,0.69,1.86,Hf1 Fe1 O3,mp-753856,2.9099000000000004,Fe-Hf-O,2
303,HfMnO3,Perovskite,1.13,2.59,4.34,0.78,1.46,Hf1 Mn1 O3,mp-754657,2.6129000000000002,Hf-Mn-O,2
313,HoCoO3,Perovskite,1.29,2.95,4.37,0.87,1.6600000000000001,Ho1 Co1 O3,mp-20570,0.0,Co-Ho-O,2
316,HoFeO3,Perovskite,1.25,3.07,4.44,0.67,1.8199999999999998,Ho1 Fe1 O3,mp-19785,1.5675,Fe-Ho-O,2
319,HoIrO3,Perovskite,0.37,1.5,3.59,0.67,1.13,Ho1 Ir1 O3,,,,2
320,HoMnO3,Perovskite,1.2,2.58,4.37,0.76,1.3800000000000001,Ho1 Mn1 O3,mp-1193069,0.4942000000000002,Ho-Mn-O,2
327,HoRhO3,Perovskite,-0.08,1.28,3.12,0.83,1.36,Ho1 Rh1 O3,mp-1184833,0.0,Ho-O-Rh,2
328,HoRuO3,Perovskite,0.23,1.43,3.52,0.68,1.2,Ho1 Ru1 O3,,,,2
338,IrO2,Bimetallic oxide,0.09,1.47,3.21,0.51,1.38,Ir1 O2,,,,2
339,IrO2,Bimetallic oxide,0.08,1.56,3.27,0.48,1.48,Ir1 O2,,,,2
340,IrO2,Bimetallic oxide,0.96,2.35,4.09,0.51,1.3900000000000001,Ir1 O2,,,,2
341,IrO2,Bimetallic oxide,0.46,2.12,3.57,0.42,1.6600000000000001,Ir1 O2,,,,2
345,KIrO3,Perovskite,1.05,2.55,4.14,0.67,1.4999999999999998,K1 Ir1 O3,mp-639811,0.0,Ir-K-O,2
346,KMnO3,Perovskite,1.85,3.34,4.98,0.75,1.4899999999999998,K1 Mn1 O3,mp-1184948,0.0,K-Mn-O,2
356,KRhO3,Perovskite,0.57,2.29,3.46,0.68,1.7200000000000002,K1 Rh1 O3,mp-975134,0.0,K-O-Rh,2
357,KRuO3,Perovskite,1.23,2.86,4.16,0.4,1.63,K1 Ru1 O3,mp-973958,0.0,K-O-Ru,2
371,LaCoO3,Perovskite,0.4,2.43,3.51,0.8,2.0300000000000002,La1 Co1 O3,mp-1504268,0.9398,Co-La-O,2
374,LaFeO3,Perovskite,1.45,3.17,4.72,0.49,1.72,La1 Fe1 O3,mp-605340,1.4671999999999996,Fe-La-O,2
379,LaIrO3,Perovskite,0.14,1.69,3.41,0.72,1.5499999999999998,La1 Ir1 O3,,,,2
381,LaMnO3,Perovskite,1.11,2.38,4.43,0.82,1.2699999999999998,La1 Mn1 O3,mp-1205375,0.0,La-Mn-O,2
391,LaRuO3,Perovskite,0.15,1.67,3.42,0.68,1.52,La1 Ru1 O3,mp-20472,0.0,La-O-Ru,2
396,LaTiO3,Perovskite,-0.06,1.34,3.5,0.93,1.4000000000000001,La1 Ti1 O3,mp-22013,0.0,La-O-Ti,2
408,LuCoO3,Perovskite,1.21,2.84,4.27,0.86,1.63,Lu1 Co1 O3,mp-550950,0.0,Co-Lu-O,2
411,LuFeO3,Perovskite,1.26,3.02,4.42,0.65,1.76,Lu1 Fe1 O3,mp-1193395,0.0,Fe-Lu-O,2
414,LuIrO3,Perovskite,0.26,1.62,3.56,0.66,1.36,Lu1 Ir1 O3,,,,2
415,LuMnO3,Perovskite,1.19,2.51,4.36,0.75,1.3199999999999998,Lu1 Mn1 O3,mp-18808,0.0,Lu-Mn-O,2
422,LuRhO3,Perovskite,-0.02,1.45,3.18,0.79,1.47,Lu1 Rh1 O3,mp-973681,0.0,Lu-O-Rh,2
423,LuRuO3,Perovskite,0.24,1.58,3.56,0.67,1.34,Lu1 Ru1 O3,,,,2
433,Mo0.5Ir0.5O3,Bimetallic oxide,1.24,2.95,4.53,0.48,1.7100000000000002,Mo0.5 Ir0.5 O3,,,,2
434,Mo0.5Ir0.5O3,Bimetallic oxide,0.86,2.58,3.85,0.49,1.7200000000000002,Mo0.5 Ir0.5 O3,,,,2
435,Mo0.5Ir0.5O3,Bimetallic oxide,0.95,2.53,3.87,0.35,1.5799999999999998,Mo0.5 Ir0.5 O3,,,,2
436,Mo0.5Ir0.5O3,Bimetallic oxide,1.68,3.41,4.7,0.5,1.7300000000000002,Mo0.5 Ir0.5 O3,,,,2
440,NaIrO3,Perovskite,0.82,2.05,3.88,0.73,1.23,Na1 Ir1 O3,mp-1079568,0.0,Ir-Na-O,2
441,NaMnO3,Perovskite,1.82,3.18,4.95,0.78,1.36,Na1 Mn1 O3,,,,2
443,NaNbO3,Perovskite,-0.6,0.71,2.9,0.97,1.31,Na1 Nb1 O3,mp-558920,2.4364,Na-Nb-O,2
449,NaRhO3,Perovskite,0.35,1.89,3.23,0.81,1.54,Na1 Rh1 O3,,,,2
450,NaRuO3,Perovskite,0.57,1.98,3.63,0.67,1.4100000000000001,Na1 Ru1 O3,mp-977107,0.0,Na-O-Ru,2
465,NdFeO3,Perovskite,1.26,3.27,4.49,0.69,2.01,Nd1 Fe1 O3,mp-20407,1.0842,Fe-Nd-O,2
469,NdIrO3,Perovskite,0.44,1.68,3.72,0.7,1.24,Nd1 Ir1 O3,,,,2
470,NdMnO3,Perovskite,1.19,2.75,4.44,0.81,1.56,Nd1 Mn1 O3,mp-1182197,0.0,Mn-Nd-O,2
480,NdRhO3,Perovskite,0.01,1.39,3.2,0.88,1.38,Nd1 Rh1 O3,mp-4582,0.6487000000000007,Nd-O-Rh,2
481,NdRuO3,Perovskite,0.34,1.59,3.63,0.7,1.25,Nd1 Ru1 O3,,,,2
493,PbCoO3,Perovskite,1.51,3.04,4.59,0.99,1.53,Pb1 Co1 O3,mp-755569,0.0,Co-O-Pb,2
496,PbFeO3,Perovskite,1.54,3.26,4.71,0.82,1.7199999999999998,Pb1 Fe1 O3,mp-973579,0.0,Fe-O-Pb,2
498,PbIrO3,Perovskite,0.5,1.69,3.75,0.82,1.19,Pb1 Ir1 O3,,,,2
500,PbMnO3,Perovskite,1.45,2.84,4.65,0.87,1.39,Pb1 Mn1 O3,mp-1106337,0.0,Mn-O-Pb,2
510,PbRhO3,Perovskite,-0.06,1.45,3.14,0.96,1.51,Pb1 Rh1 O3,,,,2
511,PbRuO3,Perovskite,0.27,1.58,3.55,0.78,1.31,Pb1 Ru1 O3,mp-974337,0.0,O-Pb-Ru,2
522,Pd0.5Ir0.5O2,Bimetallic oxide,0.83,2.46,3.84,0.4,1.63,Pd0.5 Ir0.5 O2,,,,2
523,Pd0.5Ir0.5O2,Bimetallic oxide,0.48,1.95,3.68,0.5,1.47,Pd0.5 Ir0.5 O2,,,,2
524,Pd0.5Ir0.5O2,Bimetallic oxide,0.58,1.94,3.52,0.35,1.3599999999999999,Pd0.5 Ir0.5 O2,,,,2
525,Pd0.5Ir0.5O2,Bimetallic oxide,0.57,2.23,3.73,0.43,1.6600000000000001,Pd0.5 Ir0.5 O2,,,,2
526,Pd0.5Ir0.5O2,Bimetallic oxide,0.47,1.79,3.46,0.44,1.32,Pd0.5 Ir0.5 O2,,,,2
527,Pd0.5Ir0.5O2,Bimetallic oxide,0.76,2.29,3.83,0.31,1.53,Pd0.5 Ir0.5 O2,,,,2
528,Pd0.5Ir0.5O2,Bimetallic oxide,0.53,1.76,3.44,0.45,1.23,Pd0.5 Ir0.5 O2,,,,2
531,PrCoO3,Perovskite,1.21,2.88,4.4,0.88,1.67,Pr1 Co1 O3,mp-20427,0.0,Co-O-Pr,2
534,PrFeO3,Perovskite,1.38,3.07,4.66,0.46,1.69,Pr1 Fe1 O3,mp-22341,1.0793000000000004,Fe-O-Pr,2
539,PrIrO3,Perovskite,0.37,1.58,3.6,0.7,1.21,Pr1 Ir1 O3,,,,2
541,PrMnO3,Perovskite,1.04,2.26,4.36,0.87,1.2199999999999998,Pr1 Mn1 O3,mp-22564,0.0,Mn-O-Pr,2
549,PrRhO3,Perovskite,-0.08,1.37,3.12,0.85,1.4500000000000002,Pr1 Rh1 O3,mp-4789,0.6013000000000002,O-Pr-Rh,2
550,PrRuO3,Perovskite,0.24,1.5,3.5,0.68,1.26,Pr1 Ru1 O3,mp-20186,0.0,O-Pr-Ru,2
560,RbIrO3,Perovskite,0.9,2.2,4.06,0.73,1.3000000000000003,Rb1 Ir1 O3,mp-975284,0.0,Ir-O-Rb,2
561,RbMnO3,Perovskite,1.8,3.14,4.88,0.78,1.34,Rb1 Mn1 O3,mp-975346,0.0,Mn-O-Rb,2
570,RbRhO3,Perovskite,0.38,2.03,3.35,0.76,1.65,Rb1 Rh1 O3,mp-1186897,0.0,O-Rb-Rh,2
571,RbRuO3,Perovskite,0.66,2.13,3.76,0.65,1.4699999999999998,Rb1 Ru1 O3,mp-975208,0.0,O-Rb-Ru,2
578,Rh0.5Ir0.5O2,Bimetallic oxide,0.84,2.24,3.85,0.38,1.4000000000000004,Rh0.5 Ir0.5 O2,,,,2
579,Rh0.5Ir0.5O2,Bimetallic oxide,0.29,1.76,3.2,0.49,1.47,Rh0.5 Ir0.5 O2,,,,2
580,Rh0.5Ir0.5O2,Bimetallic oxide,0.23,1.66,3.2,0.49,1.43,Rh0.5 Ir0.5 O2,,,,2
581,Rh0.5Pd0.5O2,Bimetallic oxide,1.0,2.67,3.93,0.44,1.67,Rh0.5 Pd0.5 O2,,,,2
582,Rh0.5Pd0.5O2,Bimetallic oxide,1.12,2.75,4.02,0.4,1.63,Rh0.5 Pd0.5 O2,,,,2
583,Rh0.5Pd0.5O2,Bimetallic oxide,1.13,2.76,4.0,0.4,1.63,Rh0.5 Pd0.5 O2,,,,2
584,Rh0.5Pt0.5O2,Bimetallic oxide,1.13,2.81,4.05,0.45,1.6800000000000002,Rh0.5 Pt0.5 O2,,,,2
586,ScIrO3,Perovskite,0.46,1.95,3.53,0.36,1.49,Sc1 Ir1 O3,,,,2
593,SmFeO3,Perovskite,1.15,3.2,4.45,0.71,2.0500000000000003,Sm1 Fe1 O3,mp-1099588,0.7234999999999996,Fe-O-Sm,2
596,SmIrO3,Perovskite,0.52,1.69,3.79,0.7,1.17,Sm1 Ir1 O3,,,,2
597,SmMnO3,Perovskite,1.08,2.67,4.37,0.8,1.5899999999999999,Sm1 Mn1 O3,mp-1075973,0.0,Mn-O-Sm,2
607,SmRhO3,Perovskite,0.02,1.36,3.22,0.88,1.34,Sm1 Rh1 O3,mp-3317,0.7331000000000003,O-Rh-Sm,2
608,SmRuO3,Perovskite,0.36,1.57,3.69,0.7,1.21,Sm1 Ru1 O3,,,,2
627,SrCrO3,Perovskite,1.49,2.72,4.8,0.85,1.2300000000000002,Sr1 Cr1 O3,mp-769855,0.6795,Cr-O-Sr,2
628,SrFeO3,Perovskite,2.09,3.71,5.21,0.79,1.62,Sr1 Fe1 O3,mp-510624,0.0,Fe-O-Sr,2
636,SrIrO3,Perovskite,0.67,1.91,3.73,0.59,1.2399999999999998,Sr1 Ir1 O3,mp-17097,0.0,Ir-O-Sr,2
637,SrMnO3,Perovskite,1.83,3.33,5.06,0.6,1.5,Sr1 Mn1 O3,mp-1218206,0.9515000000000002,Mn-O-Sr,2
650,SrRhO3,Perovskite,-0.04,1.93,2.93,0.76,1.97,Sr1 Rh1 O3,mp-1017441,0.0,O-Rh-Sr,2
651,SrRuO3,Perovskite,0.98,2.44,4.36,0.69,1.46,Sr1 Ru1 O3,mp-22534,0.0,O-Ru-Sr,2
652,SrSbO3,Perovskite,-0.69,1.26,2.88,0.81,1.95,Sr1 Sb1 O3,mp-1187192,0.0,O-Sb-Sr,2
664,SrVO3,Perovskite,1.01,2.23,4.45,0.99,1.22,Sr1 V1 O3,mp-18717,0.0,O-Sr-V,2
673,TbCoO3,Perovskite,1.27,2.91,4.32,0.85,1.6400000000000001,Tb1 Co1 O3,mp-19802,1.4208999999999996,Co-O-Tb,2
676,TbFeO3,Perovskite,1.27,3.05,4.45,0.65,1.7799999999999998,Tb1 Fe1 O3,mp-19853,1.3449000000000004,Fe-O-Tb,2
680,TbIrO3,Perovskite,0.35,1.6,3.57,0.66,1.25,Tb1 Ir1 O3,,,,2
682,TbMnO3,Perovskite,1.2,2.55,4.4,0.75,1.3499999999999999,Tb1 Mn1 O3,mp-1188379,0.9344999999999999,Mn-O-Tb,2
690,TbRhO3,Perovskite,-0.03,1.4,3.14,0.77,1.43,Tb1 Rh1 O3,mp-5692,0.7745999999999995,O-Rh-Tb,2
691,TbRuO3,Perovskite,0.21,1.52,3.5,0.63,1.31,Tb1 Ru1 O3,,,,2
699,ThCoO3,Perovskite,1.11,2.86,4.24,0.86,1.7499999999999998,Th1 Co1 O3,,,,2
702,ThFeO3,Perovskite,1.2,3.01,4.41,0.66,1.8099999999999998,Th1 Fe1 O3,,,,2
705,ThMnO3,Perovskite,1.09,2.49,4.35,0.78,1.4000000000000001,Th1 Mn1 O3,,,,2
715,TlCoO3,Perovskite,1.69,3.01,4.71,0.95,1.3199999999999998,Tl1 Co1 O3,mp-770614,0.1429999999999998,Co-O-Tl,2
718,TlFeO3,Perovskite,1.73,3.25,4.86,0.75,1.52,Tl1 Fe1 O3,mp-505819,0.2865000000000002,Fe-O-Tl,2
721,TlIrO3,Perovskite,0.48,1.69,3.69,0.74,1.21,Tl1 Ir1 O3,,,,2
722,TlMnO3,Perovskite,1.62,2.86,4.8,0.8,1.2399999999999998,Tl1 Mn1 O3,mp-753819,0.0,Mn-O-Tl,2
732,TlRhO3,Perovskite,0.02,1.48,3.13,0.84,1.46,Tl1 Rh1 O3,,,,2
733,TlRuO3,Perovskite,0.3,1.58,3.53,0.69,1.28,Tl1 Ru1 O3,,,,2
744,TmCoO3,Perovskite,1.37,3.13,4.45,0.86,1.7599999999999998,Tm1 Co1 O3,mp-561954,1.1885999999999997,Co-O-Tm,2
747,TmFeO3,Perovskite,1.32,3.26,4.51,0.67,1.9399999999999997,Tm1 Fe1 O3,mp-20651,1.37,Fe-O-Tm,2
750,TmIrO3,Perovskite,0.59,1.84,3.85,0.65,1.25,Tm1 Ir1 O3,,,,2
751,TmMnO3,Perovskite,1.25,2.76,4.42,0.73,1.5099999999999998,Tm1 Mn1 O3,mp-554211,0.0,Mn-O-Tm,2
761,TmRhO3,Perovskite,0.11,1.54,3.32,0.73,1.43,Tm1 Rh1 O3,mp-1207705,0.9564999999999992,O-Rh-Tm,2
762,TmRuO3,Perovskite,0.39,1.72,3.7,0.62,1.33,Tm1 Ru1 O3,,,,2
777,YbCoO3,Perovskite,1.58,3.12,4.69,0.93,1.54,Yb1 Co1 O3,mp-687081,0.0,Co-O-Yb,2
780,YbFeO3,Perovskite,1.58,3.35,4.81,0.72,1.77,Yb1 Fe1 O3,mp-19793,0.0,Fe-O-Yb,2
784,YbIrO3,Perovskite,0.52,1.79,3.76,0.68,1.27,Yb1 Ir1 O3,,,,2
785,YbMnO3,Perovskite,1.49,2.85,4.72,0.77,1.36,Yb1 Mn1 O3,mp-19356,0.0,Mn-O-Yb,2
795,YbRhO3,Perovskite,0.07,1.53,3.2,0.8,1.46,Yb1 Rh1 O3,mp-1207518,0.0,O-Rh-Yb,2
796,YbRuO3,Perovskite,0.34,1.69,3.61,0.65,1.3499999999999999,Yb1 Ru1 O3,,,,2
808,YCoO3,Perovskite,1.5,3.13,4.45,0.81,1.63,Y1 Co1 O3,mp-1330514,0.007299999999999862,Co-O-Y,2
811,YFeO3,Perovskite,1.59,3.42,4.73,0.6,1.8299999999999998,Y1 Fe1 O3,mp-1275986,0.0,Fe-O-Y,2
814,YIrO3,Perovskite,0.65,2.14,3.79,0.56,1.4900000000000002,Y1 Ir1 O3,,,,2
815,YMnO3,Perovskite,1.48,2.96,4.68,0.64,1.48,Y1 Mn1 O3,mp-19385,0.0,Mn-O-Y,2
822,YRhO3,Perovskite,0.8,2.3,3.77,0.26,1.4999999999999998,Y1 Rh1 O3,mp-1207629,0.8142000000000005,O-Rh-Y,2
823,YRuO3,Perovskite,0.57,2.08,3.77,0.55,1.5100000000000002,Y1 Ru1 O3,,,,2
